,ID,Age,Education,Years_Education,Marital_Status,Income,Kidhome,Teenhome,NumChildrenhome,Haskids,Dt_Customer,Year_Customer,Recency,MntDairy,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGold,Spendings,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response
598,6919,44,2n Cycle,9,Married,17907.0,1,0,1,1,2013-06-04,2013,39,135,7,15,13,9,15,179,3,2,1,3,6,0,0,0,0,0,0
599,3537,41,Graduation,13,Together,19869.0,1,0,1,1,2012-08-17,2012,57,140,3,31,2,8,4,184,3,3,0,4,8,0,0,0,0,0,0
600,10277,61,Graduation,13,Alone,21802.0,0,1,1,1,2013-02-21,2013,27,156,0,2,0,0,4,158,1,1,0,3,7,0,0,0,0,0,0
601,2453,62,Graduation,13,Together,27113.0,0,1,1,1,2012-08-31,2012,83,526,28,135,10,21,99,720,3,5,3,12,5,0,0,0,0,0,0
602,7972,67,Graduation,13,Alone,18803.0,0,0,0,0,2013-09-17,2013,79,400,32,519,71,75,54,1097,1,3,4,9,1,0,0,0,0,0,0
603,895,74,PhD,21,Married,61467.0,0,2,2,1,2012-12-09,2012,69,410,16,114,0,5,49,545,3,5,2,10,5,0,0,0,0,0,0
604,1177,56,Master,18,Together,28197.0,1,1,2,1,2013-01-26,2013,77,416,3,26,4,2,14,451,4,3,1,3,7,0,0,0,0,0,0
605,7141,36,Master,18,Alone,21888.0,1,0,1,1,2012-12-29,2012,15,382,10,46,2,3,64,443,4,5,1,2,10,0,0,0,0,0,1
606,7232,49,Graduation,13,Widow,19940.0,0,1,1,1,2014-02-11,2014,99,199,0,6,2,0,4,207,2,1,1,3,5,0,0,0,0,0,0
607,8477,66,Graduation,13,Alone,19852.0,2,1,3,1,2013-03-11,2013,61,128,1,13,3,5,1,150,1,1,0,3,7,0,0,0,0,0,0
608,2457,47,Basic,6,Married,12913.0,0,1,1,1,2012-10-26,2012,23,127,4,5,15,2,11,153,2,1,0,3,7,0,0,0,0,0,0
609,988,57,Graduation,13,Married,27036.0,0,0,0,0,2014-05-07,2014,84,410,0,592,147,22,22,1171,1,6,4,7,3,0,0,0,1,0,0
610,7930,53,Master,18,Alone,21474.0,0,0,0,0,2013-08-19,2013,74,101,13,76,20,18,40,228,2,3,1,6,6,0,0,0,0,0,0
611,4587,78,Master,18,Widow,26230.0,0,0,0,0,2013-07-18,2013,90,162,25,53,16,0,10,256,1,3,1,7,3,0,0,0,0,0,0
612,6682,49,Basic,6,Married,9729.0,1,0,1,1,2012-12-11,2012,41,136,8,1,4,7,15,156,1,1,0,3,8,0,0,0,0,0,0
613,6222,55,Graduation,13,Married,17227.0,2,1,3,1,2013-10-28,2013,28,155,0,8,2,0,2,165,2,2,0,3,7,0,0,0,0,0,0
614,10299,53,PhD,21,Alone,48240.0,0,0,0,0,2012-11-09,2012,73,566,91,248,64,49,41,1018,3,6,3,13,5,0,0,0,0,0,1
615,3083,48,Graduation,13,Married,24000.0,1,1,2,1,2013-07-26,2013,88,373,13,87,17,17,24,507,5,6,2,5,7,0,0,0,0,0,0
616,8953,57,Master,18,Alone,24357.0,2,1,3,1,2013-05-06,2013,94,165,0,5,0,0,3,170,2,1,0,3,8,0,0,0,0,0,0
617,1503,46,PhD,21,Together,162397.0,1,1,2,1,2013-06-03,2013,31,358,1,16,2,1,2,378,0,0,0,1,1,0,0,0,0,0,0
618,8650,44,Graduation,13,Widow,16798.0,1,1,2,1,2013-03-18,2013,31,136,6,10,6,5,10,163,1,1,0,3,4,0,0,0,0,0,0
619,10862,62,Master,18,Married,22844.0,0,1,1,1,2012-08-17,2012,6,179,8,83,19,11,26,300,5,1,2,9,2,0,0,0,0,0,0
620,2782,61,PhD,21,Married,54456.0,0,1,1,1,2013-07-11,2013,23,530,0,27,10,0,15,567,3,6,1,7,6,0,0,0,0,0,0
621,6941,51,Graduation,13,Alone,21173.0,0,0,0,0,2013-07-14,2013,92,135,8,12,11,15,32,181,1,2,1,2,7,0,0,0,0,0,0
622,10972,73,Graduation,13,Widow,17943.0,0,0,0,0,2014-03-10,2014,52,625,35,169,58,17,35,904,1,4,3,6,1,0,1,1,0,0,0
623,10708,44,2n Cycle,9,Alone,11357.0,1,0,1,1,2013-12-28,2013,50,155,6,11,0,4,2,176,1,1,0,3,7,0,0,0,0,0,0
624,6583,67,2n Cycle,9,Married,39306.0,0,0,0,0,2013-06-03,2013,54,578,22,323,104,35,107,1062,1,6,8,6,3,0,0,0,1,0,0
625,3641,46,Graduation,13,Married,13624.0,1,0,1,1,2013-01-20,2013,93,144,2,15,2,1,6,164,2,2,0,3,6,0,0,0,0,0,0
626,10156,47,Graduation,13,Alone,18613.0,0,1,1,1,2013-06-03,2013,56,394,63,507,231,31,190,1226,1,8,4,7,3,0,0,0,0,0,0
627,4299,62,Graduation,13,Together,16443.0,0,1,1,1,2012-09-21,2012,28,1001,17,572,93,125,17,1808,7,11,11,5,7,0,0,0,0,0,1
628,3469,45,PhD,21,Alone,34487.0,1,1,2,1,2012-09-06,2012,94,123,18,33,24,1,8,199,3,3,0,3,9,0,0,0,0,0,0
629,5063,45,Graduation,13,Alone,20539.0,1,0,1,1,2012-12-18,2012,76,145,5,129,10,3,3,292,3,4,1,4,9,0,0,0,0,0,0
630,10727,52,PhD,21,Married,69084.0,1,0,1,1,2013-11-19,2013,43,1181,107,199,39,30,30,1556,2,7,3,13,8,0,0,0,0,0,0
631,9624,64,PhD,21,Together,65488.0,0,0,0,0,2014-06-13,2014,46,603,45,207,36,18,54,909,1,3,4,6,1,0,0,0,0,0,0
632,5156,52,2n Cycle,9,Married,28390.0,0,1,1,1,2014-01-15,2014,13,129,129,259,168,121,83,806,5,6,3,12,4,0,0,0,0,0,0
633,4376,62,2n Cycle,9,Alone,12896.0,0,0,0,0,2014-02-15,2014,27,128,24,15,13,1,30,181,1,2,1,3,7,1,0,0,0,0,1
634,8923,49,Graduation,13,Alone,17458.0,0,0,0,0,2013-04-18,2013,12,514,22,732,42,198,79,1508,1,6,7,7,3,0,0,0,0,0,1
635,8461,60,Graduation,13,Alone,21837.0,2,1,3,1,2014-03-10,2014,3,124,0,1,0,0,1,125,1,1,0,2,7,0,0,0,0,0,0
636,6945,70,Graduation,13,Alone,16163.0,0,0,0,0,2013-06-04,2013,72,557,20,713,38,54,163,1382,1,9,11,11,5,0,0,0,0,0,0
637,944,60,Graduation,13,Married,19790.0,0,1,1,1,2013-01-08,2013,6,121,103,69,8,44,48,345,1,4,2,7,4,0,0,0,0,0,0
638,1907,72,Master,18,Alone,43201.0,0,1,1,1,2012-09-28,2012,53,965,69,279,54,41,69,1408,5,8,4,9,7,0,0,0,0,0,1
639,701,51,Graduation,13,Married,18357.0,0,1,1,1,2013-11-06,2013,58,707,21,250,85,43,73,1106,2,6,2,8,2,1,0,0,0,0,0
640,3856,62,Graduation,13,Together,23591.0,0,1,1,1,2012-10-05,2012,78,571,50,142,33,50,159,846,4,4,5,13,2,0,0,0,0,0,0
641,4149,74,PhD,21,Together,76140.0,0,0,0,0,2014-05-13,2014,57,586,66,653,17,0,26,1322,1,5,9,6,2,0,0,0,0,0,0
642,2131,63,PhD,21,Alone,62859.0,0,1,1,1,2012-12-30,2012,37,1063,89,102,16,12,25,1282,4,9,4,6,6,0,0,0,0,0,0
643,2942,58,Graduation,13,Alone,22968.0,0,1,1,1,2013-05-07,2013,20,505,3,27,4,3,144,542,2,5,4,4,5,1,0,0,0,0,0
644,1173,75,Master,18,Together,57778.0,0,0,0,0,2013-03-10,2013,73,1200,105,758,0,42,147,2105,1,4,2,6,2,0,1,1,0,0,1
645,4381,51,PhD,21,Married,46463.0,1,1,2,1,2013-08-18,2013,56,163,2,40,8,11,11,224,7,3,1,6,6,0,0,0,0,0,0
646,4611,52,Graduation,13,Together,35471.0,0,0,0,0,2013-01-21,2013,36,1009,181,104,202,21,207,1517,0,9,8,13,3,0,0,1,1,0,1
647,3376,52,Master,18,Alone,32143.0,1,0,1,1,2013-12-13,2013,9,125,6,73,8,4,19,216,1,3,1,6,4,0,0,0,0,0,0
648,4679,45,Master,18,Married,58271.0,0,1,1,1,2014-05-23,2014,42,721,0,152,119,50,50,1042,3,7,6,12,4,0,0,0,0,0,0
649,10928,64,Graduation,13,Together,31232.0,0,1,1,1,2013-09-16,2013,28,513,4,62,41,31,146,651,2,7,1,7,5,0,0,0,0,0,0
650,4248,62,Master,18,Alone,76446.0,0,0,0,0,2014-02-17,2014,23,1000,19,711,125,115,38,1970,0,4,6,9,1,0,1,0,0,0,0
651,6728,37,Graduation,13,Together,18062.0,1,0,1,1,2012-08-27,2012,38,163,0,17,6,3,6,189,2,1,0,3,9,0,0,0,0,0,0
652,6661,48,Graduation,13,Married,29178.0,0,1,1,1,2012-08-12,2012,63,757,80,217,29,80,11,1163,5,9,6,12,6,0,0,0,0,0,0
653,4725,72,PhD,21,Together,50616.0,0,1,1,1,2014-04-13,2014,71,163,2,25,0,1,9,191,1,1,1,4,2,0,0,0,0,0,0
654,3277,67,Graduation,13,Alone,26413.0,0,1,1,1,2012-08-03,2012,9,409,3,100,26,0,17,538,2,7,1,5,8,0,0,0,0,0,0
655,5555,47,Graduation,13,Alone,53924.0,0,0,0,0,2014-02-07,2014,81,102,1,1,1,1,1,106,0,0,0,0,0,0,0,0,0,0,0
656,2564,69,Graduation,13,Together,24033.0,0,1,1,1,2014-01-04,2014,87,111,3,28,2,6,15,150,2,3,1,4,6,0,0,0,0,0,0
657,946,64,2n Cycle,9,Together,17749.0,0,0,0,0,2012-09-22,2012,92,176,47,52,21,20,25,316,2,3,1,5,6,0,0,0,0,0,0
658,3867,75,PhD,21,Together,73059.0,0,1,1,1,2013-08-31,2013,36,410,112,420,0,82,71,1024,1,9,3,13,4,0,0,0,0,0,0
659,6940,56,PhD,21,Alone,46734.0,1,2,3,1,2013-10-21,2013,86,100,1,39,6,1,76,147,4,3,2,3,6,1,0,0,0,0,0
660,55,59,Graduation,13,Together,21136.0,0,1,1,1,2012-12-07,2012,83,509,0,65,7,11,5,592,4,7,2,9,6,0,0,0,0,0,0
661,7093,37,Graduation,13,Married,19986.0,1,0,1,1,2013-11-14,2013,74,118,6,5,0,2,6,131,1,0,0,3,7,0,0,0,0,0,0
662,5084,47,Graduation,13,Widow,19867.0,0,1,1,1,2013-12-25,2013,87,445,53,213,104,98,151,913,1,6,4,13,4,0,0,0,0,0,0
663,1777,42,Basic,6,Married,8776.0,0,0,0,0,2012-09-07,2012,29,109,2,11,41,7,11,170,1,2,0,3,8,0,0,0,0,0,0
664,8162,66,Master,18,Together,14661.0,0,0,0,0,2013-01-01,2013,88,151,1,11,6,2,2,171,1,1,0,3,6,0,0,0,0,0,0
665,10826,63,Graduation,13,Married,18690.0,0,0,0,0,2012-12-28,2012,77,112,1,7,23,4,19,147,1,1,1,2,8,0,0,0,0,0,0
666,8754,48,PhD,21,Together,45068.0,0,1,1,1,2013-05-16,2013,25,151,0,3,0,0,3,154,1,1,0,2,7,0,0,0,0,0,0
667,1987,35,Basic,6,Alone,4876.0,1,0,1,1,2013-09-25,2013,34,135,10,11,19,3,15,178,2,2,0,3,6,0,0,0,0,0,0
668,11007,54,PhD,21,Married,29187.0,1,0,1,1,2013-05-09,2013,43,126,0,6,0,0,2,132,1,1,0,3,8,0,0,0,0,0,0
669,7426,51,2n Cycle,9,Married,22473.0,1,1,2,1,2013-11-07,2013,76,111,16,37,7,9,18,180,3,3,1,5,3,0,0,0,0,0,0
670,9153,58,PhD,21,Married,59304.0,0,1,1,1,2013-07-29,2013,81,418,61,428,80,51,10,1038,3,7,8,10,5,0,0,0,0,0,0
671,10379,60,Master,18,Alone,32543.0,0,2,2,1,2013-11-08,2013,87,517,9,122,19,14,83,681,5,5,2,9,6,0,0,0,0,0,0
672,9204,52,Graduation,13,Widow,30740.0,0,1,1,1,2012-09-12,2012,33,562,159,194,58,106,141,1079,4,4,3,6,3,0,0,0,0,0,0
673,3197,42,Graduation,13,Married,22141.0,0,1,1,1,2013-12-16,2013,38,463,59,107,69,101,59,799,2,6,4,8,4,0,0,0,0,0,0
674,2920,47,PhD,21,Alone,52614.0,0,1,1,1,2012-12-01,2012,63,789,0,142,12,9,38,952,2,2,4,8,8,0,0,0,0,0,0
675,6961,48,Graduation,13,Married,17863.0,2,0,2,1,2014-05-22,2014,26,142,1,5,0,3,1,151,1,1,0,2,8,0,0,0,0,0,0
676,4673,59,PhD,21,Married,81300.0,0,1,1,1,2012-10-30,2012,17,1004,12,145,32,12,36,1205,3,10,3,5,5,0,0,0,1,0,1
677,9937,43,Graduation,13,Alone,14419.0,0,0,0,0,2014-01-02,2014,75,187,81,149,25,43,91,485,1,2,2,12,1,0,0,0,0,0,0
678,8779,37,2n Cycle,9,Married,16951.0,1,0,1,1,2013-06-16,2013,13,184,4,76,17,1,18,282,4,4,1,3,9,1,0,0,0,0,1
679,9596,42,PhD,21,Alone,65295.0,0,0,0,0,2013-12-23,2013,19,517,32,117,34,110,6,810,1,3,3,13,2,0,0,0,0,0,0
680,2891,59,Graduation,13,Alone,28877.0,0,1,1,1,2013-10-18,2013,51,595,23,123,10,23,154,774,2,8,9,4,6,0,0,0,0,0,0
681,4910,55,Graduation,13,Alone,29498.0,0,0,0,0,2012-08-30,2012,81,1132,134,384,175,134,115,1959,1,11,5,13,7,0,0,0,0,0,0
682,75,40,2n Cycle,9,Together,15777.0,0,0,0,0,2013-07-25,2013,32,139,11,137,179,61,45,527,1,8,1,5,8,0,0,0,0,0,0
683,10120,67,Graduation,13,Together,19699.0,0,1,1,1,2013-10-24,2013,84,116,6,82,6,6,41,216,2,3,1,6,5,0,0,0,0,0,0
684,6327,55,Graduation,13,Together,26829.0,0,0,0,0,2013-12-19,2013,87,565,32,435,28,32,54,1092,1,2,8,6,1,0,0,0,0,0,0
685,10142,46,PhD,21,Alone,66476.0,0,1,1,1,2013-03-07,2013,99,539,18,126,47,48,78,778,2,5,2,11,4,0,0,0,0,0,0
686,9826,50,PhD,21,Alone,86857.0,0,0,0,0,2012-09-12,2012,96,899,102,838,133,102,40,2074,1,5,6,10,2,0,0,0,0,0,1
687,1501,40,PhD,21,Married,160803.0,0,0,0,0,2012-08-04,2012,21,163,16,1622,17,3,4,1821,15,0,28,1,0,0,0,0,0,0,0
688,10767,33,PhD,21,Together,77845.0,0,0,0,0,2014-05-16,2014,40,760,40,480,0,40,26,1320,1,3,5,12,1,0,0,1,1,0,0
689,7279,53,PhD,21,Together,69476.0,0,0,0,0,2013-09-30,2013,3,413,86,559,63,9,67,1130,1,4,6,4,2,0,0,0,0,0,0
690,7230,62,PhD,21,Alone,50611.0,0,1,1,1,2012-10-04,2012,98,459,0,24,6,0,4,489,6,4,5,7,6,0,1,0,0,0,1
691,143,52,Graduation,13,Alone,21491.0,0,0,0,0,2013-08-25,2013,73,466,0,224,119,49,99,858,1,5,3,4,2,0,0,0,0,0,0
692,450,64,Master,18,Together,27906.0,0,1,1,1,2013-07-12,2013,90,400,15,80,17,11,80,523,3,1,4,4,3,0,0,0,0,0,0
693,9316,70,Basic,6,Together,4580.0,0,0,0,0,2013-11-02,2013,29,109,0,7,3,7,10,126,1,1,0,3,6,0,0,0,0,0,0
694,6379,73,Master,18,Widow,29166.0,1,1,2,1,2013-05-29,2013,3,402,1,20,0,2,31,425,3,2,2,2,7,0,0,0,0,0,1
695,9239,61,Master,18,Married,35790.0,0,2,2,1,2013-07-26,2013,94,198,4,18,3,3,6,226,1,2,1,4,3,0,0,0,0,0,0
696,8315,27,Graduation,13,Alone,15755.0,0,0,0,0,2014-03-26,2014,65,131,2,11,2,0,4,146,1,1,0,2,6,0,0,0,0,0,0
697,2868,73,PhD,21,Alone,26518.0,1,1,2,1,2013-04-08,2013,33,150,1,28,3,3,2,185,3,2,0,3,8,0,0,0,0,0,1
698,10888,61,Graduation,13,Alone,24570.0,0,0,0,0,2013-11-03,2013,46,433,11,178,62,83,29,767,2,8,4,6,6,0,0,0,0,0,0
699,1277,62,Graduation,13,Together,23878.0,0,0,0,0,2014-04-09,2014,29,434,22,388,104,22,34,970,1,10,7,10,4,0,0,0,1,0,0
700,9977,49,Graduation,13,Alone,22331.0,0,1,1,1,2013-09-17,2013,99,519,11,309,33,26,34,898,3,9,3,5,4,0,0,0,0,0,0
701,10196,44,Graduation,13,Married,14549.0,2,0,2,1,2014-03-12,2014,26,362,123,177,15,64,23,741,2,8,2,8,4,0,0,0,0,0,0
702,6384,44,Graduation,13,Alone,16542.0,0,1,1,1,2014-02-11,2014,30,909,12,278,0,12,242,1211,3,5,2,11,8,1,0,0,0,0,0
703,8029,34,Master,18,Alone,68672.0,0,0,0,0,2014-04-29,2014,27,1184,32,352,21,16,16,1605,1,3,4,7,1,0,1,1,1,0,1
704,968,54,Master,18,Alone,21231.0,1,0,1,1,2013-12-26,2013,24,112,19,21,16,14,5,182,3,4,1,4,7,0,0,0,0,0,0
705,6988,36,Graduation,13,Married,17302.0,1,0,1,1,2013-01-10,2013,93,656,80,455,52,107,93,1350,2,8,4,8,4,1,0,1,0,0,0
706,4472,52,PhD,21,Alone,35682.0,1,0,1,1,2014-06-27,2014,34,132,0,8,6,2,18,148,1,1,1,3,2,0,0,0,0,0,0
707,6991,71,Graduation,13,Alone,23164.0,0,1,1,1,2013-04-10,2013,88,537,6,42,16,6,30,607,2,9,3,6,8,0,0,0,0,0,0
708,3336,74,PhD,21,Together,66375.0,0,1,1,1,2013-11-21,2013,96,712,0,45,0,0,191,757,3,2,4,5,7,1,0,0,0,0,0
709,4301,51,Master,18,Married,18294.0,1,0,1,1,2013-01-10,2013,10,166,1,13,2,2,18,184,1,1,1,2,7,1,0,0,0,0,1
710,1940,36,Graduation,13,Married,19152.0,1,0,1,1,2013-07-12,2013,26,127,3,4,2,2,6,138,1,1,0,2,8,0,0,0,0,0,0
711,1272,57,Master,18,Alone,36574.0,0,1,1,1,2012-10-21,2012,49,664,58,83,32,0,66,837,4,7,5,10,5,0,0,0,0,0,0
712,1388,47,Graduation,13,Alone,16552.0,1,0,1,1,2013-02-20,2013,11,147,10,21,19,14,42,211,2,2,1,3,6,0,0,0,0,0,0
713,1044,69,Graduation,13,Together,22506.0,0,0,0,0,2013-05-14,2013,44,481,5,201,21,21,49,729,3,5,4,8,4,0,0,0,0,0,0
714,6969,40,Graduation,13,Together,23868.0,1,0,1,1,2013-08-07,2013,75,375,13,66,43,8,4,505,3,4,1,5,7,0,0,0,0,0,0
715,10479,47,PhD,21,Married,76618.0,0,0,0,0,2012-12-07,2012,64,749,40,294,121,160,147,1364,1,3,2,5,1,0,0,0,0,0,0
716,3619,62,2n Cycle,9,Alone,54042.0,0,0,0,0,2012-09-23,2012,19,518,25,501,63,138,80,1245,1,5,3,8,2,0,0,1,0,0,1
717,1715,44,Graduation,13,Together,15003.0,1,0,1,1,2013-02-11,2013,45,112,4,18,7,5,5,146,2,2,0,3,7,0,0,0,0,0,0
718,10159,52,Graduation,13,Alone,23019.0,0,1,1,1,2013-03-31,2013,77,440,81,368,0,122,174,1011,6,11,5,9,6,0,0,0,0,0,0
719,1463,64,Graduation,13,Alone,21308.0,1,1,2,1,2014-03-29,2014,9,130,2,5,3,0,3,140,1,1,0,2,7,0,0,0,0,0,0
720,5114,57,Master,18,Married,52124.0,0,1,1,1,2012-12-19,2012,1,670,9,249,0,28,9,956,2,5,4,5,4,0,0,0,0,0,0
721,4990,68,Graduation,13,Married,23428.0,0,0,0,0,2013-05-02,2013,90,524,0,134,28,28,155,714,1,11,1,8,7,0,0,0,0,0,0
722,4329,38,PhD,21,Married,18988.0,1,0,1,1,2014-05-23,2014,43,140,0,6,2,1,1,149,2,1,0,3,7,0,0,0,0,0,0
723,10936,57,Graduation,13,Married,16784.0,0,0,0,0,2013-02-13,2013,79,597,166,597,172,166,249,1698,1,5,6,4,3,0,0,0,0,0,0
724,4692,46,Graduation,13,Married,7500.0,1,0,1,1,2012-08-01,2012,19,119,0,12,13,7,32,151,5,4,1,2,9,1,0,0,0,0,1
725,7212,56,Graduation,13,Married,23197.0,0,1,1,1,2014-06-08,2014,99,173,0,7,0,0,4,180,1,2,0,3,6,0,0,0,0,0,0
726,6086,67,Graduation,13,Married,24061.0,0,0,0,0,2013-11-23,2013,62,445,25,706,80,76,48,1332,1,6,5,12,2,0,0,0,1,0,0
727,437,46,Master,18,Alone,56412.0,0,0,0,0,2014-01-25,2014,41,494,142,218,164,58,151,1076,1,3,8,11,1,0,0,0,0,0,0
728,11171,57,Master,18,Married,40542.0,2,1,3,1,2013-10-11,2013,60,450,3,77,10,3,26,543,7,6,3,5,7,0,0,0,0,0,0
729,11101,31,Graduation,13,Together,21982.0,0,0,0,0,2013-04-15,2013,17,412,22,132,59,28,183,653,1,11,6,8,4,0,0,1,0,0,0
730,5329,73,PhD,21,Alone,35946.0,1,1,2,1,2013-09-27,2013,24,136,0,3,0,0,0,139,1,0,0,3,5,0,0,0,0,0,0
731,610,69,PhD,21,Together,53593.0,1,1,2,1,2012-08-07,2012,60,542,4,78,6,0,43,630,8,7,2,6,8,0,0,0,0,0,0
732,9384,44,Graduation,13,Married,31173.0,1,1,2,1,2013-06-12,2013,57,482,9,124,12,24,109,651,7,4,2,10,3,0,0,0,0,0,0
733,5956,74,PhD,21,Alone,45072.0,1,2,3,1,2013-10-16,2013,74,144,2,99,7,2,30,254,5,6,1,4,8,0,0,0,0,0,0
734,10430,49,Graduation,13,Alone,22988.0,1,1,2,1,2013-10-09,2013,22,1126,28,211,37,28,42,1430,3,4,3,4,5,0,1,1,1,0,0
735,7875,73,Graduation,13,Married,17168.0,0,0,0,0,2014-04-29,2014,46,967,0,617,43,50,0,1677,1,4,8,13,2,0,1,1,1,0,1
736,7072,49,Graduation,13,Married,30779.0,0,1,1,1,2013-03-29,2013,69,432,79,341,177,136,170,1165,2,8,5,4,4,0,0,0,0,0,0
737,6255,70,Master,18,Together,53942.0,0,1,1,1,2014-06-03,2014,29,138,39,63,55,18,21,313,1,4,1,7,2,0,0,0,0,0,0
738,6516,33,Basic,6,Married,8752.0,1,0,1,1,2013-03-18,2013,37,146,0,1,7,4,6,158,1,1,0,2,7,0,0,0,0,0,0
739,5564,53,Graduation,13,Together,23575.0,0,1,1,1,2012-08-09,2012,26,509,133,497,78,24,97,1241,2,7,5,6,4,0,0,0,0,0,0
740,5682,69,PhD,21,Alone,64108.0,0,1,1,1,2013-03-23,2013,8,948,10,86,13,21,21,1078,4,6,9,11,5,0,0,0,0,0,0
741,7458,66,Master,18,Together,16382.0,1,1,2,1,2013-03-06,2013,26,145,2,25,4,3,24,179,2,3,0,3,8,0,0,0,0,0,0
742,5237,72,PhD,21,Alone,48767.0,1,2,3,1,2014-01-01,2014,79,146,1,21,3,0,10,171,3,2,1,3,5,0,0,0,0,0,0
743,7761,44,2n Cycle,9,Together,9678.0,1,0,1,1,2013-08-01,2013,71,130,11,24,13,8,40,186,2,3,0,4,6,0,0,0,0,0,0
744,5278,58,Graduation,13,Married,13547.0,0,0,0,0,2014-01-25,2014,83,505,26,360,138,31,40,1060,1,6,9,5,3,0,0,0,1,0,0
745,3560,70,Graduation,13,Together,16852.0,0,0,0,0,2013-05-12,2013,57,901,31,345,75,31,191,1383,1,4,4,11,1,0,0,1,0,0,0
746,7235,47,2n Cycle,9,Married,17003.0,1,0,1,1,2013-12-09,2013,37,108,5,12,4,8,7,137,3,2,0,4,5,0,0,0,0,0,0
747,10548,27,Graduation,13,Alone,16766.0,0,0,0,0,2014-03-09,2014,30,450,17,372,138,106,44,1083,1,3,8,12,1,0,0,0,0,0,0
748,2281,52,Graduation,13,Alone,14706.0,1,0,1,1,2013-09-15,2013,34,133,3,7,0,3,11,146,1,1,0,2,7,1,0,0,0,0,0
749,4073,68,2n Cycle,9,Married,26647.0,0,0,0,0,2014-01-29,2014,0,769,80,252,15,34,65,1150,1,10,10,7,6,1,0,0,0,0,1
750,6974,50,PhD,21,Together,83443.0,0,0,0,0,2013-12-31,2013,89,518,42,742,55,56,84,1413,1,6,10,5,2,0,0,0,0,0,0
751,7938,64,PhD,21,Together,51518.0,0,1,1,1,2013-10-03,2013,92,535,8,66,17,4,4,630,2,3,2,10,3,0,0,0,0,0,0
752,7094,47,Graduation,13,Widow,22574.0,0,1,1,1,2013-12-25,2013,87,445,53,213,104,98,151,913,1,6,4,13,4,0,0,0,0,0,0
753,3667,53,Graduation,13,Married,26395.0,0,0,0,0,2013-02-28,2013,20,778,178,689,41,27,44,1713,1,8,5,11,8,0,1,1,1,0,1
754,7723,43,Graduation,13,Together,18956.0,0,0,0,0,2014-05-02,2014,56,709,93,374,104,80,80,1360,1,8,6,6,3,0,0,0,0,0,0
755,3870,44,2n Cycle,9,Together,33062.0,0,0,0,0,2013-02-09,2013,28,559,35,314,93,116,89,1117,1,7,3,13,4,0,0,0,0,0,0
756,4012,50,PhD,21,Together,62220.0,0,1,1,1,2012-08-11,2012,55,799,12,375,16,12,12,1214,5,7,6,5,6,0,0,0,0,0,1
757,5909,58,Graduation,13,Married,18571.0,0,1,1,1,2013-09-19,2013,25,895,10,101,13,0,152,1019,5,3,4,8,8,0,0,0,0,0,0
758,10470,43,Master,18,Married,25220.0,1,0,1,1,2013-03-15,2013,0,187,2,23,0,4,23,216,2,2,1,3,4,0,0,0,0,0,0
759,6488,63,PhD,21,Married,38829.0,0,1,1,1,2014-04-06,2014,86,191,0,7,0,0,16,198,1,3,2,2,5,0,0,0,0,0,0
760,10270,41,2n Cycle,9,Married,11493.0,1,0,1,1,2013-10-03,2013,8,144,5,22,12,5,11,188,2,3,0,3,7,0,0,0,0,0,0
761,6887,55,Graduation,13,Alone,24855.0,1,1,2,1,2014-04-24,2014,33,445,16,223,21,43,16,748,2,8,1,8,6,0,0,0,0,0,0
762,6406,34,Master,18,Married,56118.0,0,0,0,0,2013-10-28,2013,13,647,107,391,175,67,40,1387,1,6,4,10,3,0,0,0,0,0,0
763,7573,44,PhD,21,Alone,31626.0,1,0,1,1,2013-05-10,2013,12,182,1,9,2,1,34,195,1,2,1,2,7,1,0,0,0,0,1
764,4508,70,Graduation,13,Alone,19185.0,0,0,0,0,2014-05-22,2014,92,385,35,305,46,17,227,788,1,2,11,5,1,0,0,0,0,0,0
765,221,67,Graduation,13,Married,24090.0,0,1,1,1,2013-04-27,2013,90,138,3,38,4,0,59,183,3,3,2,4,6,0,0,0,0,0,0
766,5331,45,Graduation,13,Married,18016.0,0,0,0,0,2012-09-11,2012,8,587,51,898,247,0,86,1783,1,3,6,7,2,0,0,0,0,0,0
767,1911,35,Graduation,13,Together,28066.0,0,0,0,0,2012-09-05,2012,6,595,97,291,127,133,121,1243,1,11,5,12,6,0,0,0,0,0,0
768,20,57,2n Cycle,9,Married,20907.0,0,1,1,1,2013-09-01,2013,91,150,12,23,29,15,61,229,1,2,1,4,4,0,0,0,0,0,0
769,8786,66,Master,18,Married,41656.0,0,1,1,1,2013-05-26,2013,52,477,7,74,10,0,58,568,4,6,1,7,6,0,0,0,0,0,0
770,10582,43,Graduation,13,Married,17672.0,0,1,1,1,2013-07-03,2013,3,180,32,348,76,32,90,668,2,5,2,12,2,0,0,0,0,0,0
771,1915,71,PhD,21,Married,78939.0,0,0,0,0,2013-12-12,2013,57,794,115,243,150,0,205,1302,1,8,5,6,3,0,0,0,0,0,0
772,8897,57,Graduation,13,Alone,18446.0,1,1,2,1,2013-04-24,2013,9,544,5,91,28,26,112,694,8,7,3,7,8,0,0,0,0,0,1
